,index,hash,time,message,buggy
1810,324,88ac396,2015-09-04 16:38:38,Updates to .frame fixers and test code.,0
1811,325,394b789,2015-09-05 10:24:11,Moved ten2eleven fixes to inside package,1
1814,328,1a6f769,2015-09-05 18:16:43,Merge now merges bonded topology,0
1815,329,a2e4e20,2015-09-05 23:14:38,Fixed documentation for AtomGroup in light of 0.11.0 changes.,1
1828,4,48a4641,2015-09-08 19:45:24,Merge pull request #421 from kain88-de/numpy-to-np,0
1829,5,c2dfd61,2015-09-08 20:23:27,Fix 'from numpy import ...',1
1832,8,5261390.0,2015-09-09 21:24:34,Activate sphinx.ext.napoleon for numpy-style docs,0
1833,9,de7b4e1,2015-09-09 22:29:22,Add failing test to read PDB trajectory,1
1833,9,de7b4e1,2015-09-09 22:29:22,Add failing test to read PDB trajectory,0
1834,10,6bf440e,2015-09-09 22:33:05,Fix missing occupancy in PrimitivePDBReader,1
1843,17,f8bdc80,2015-09-11 19:45:03,Merge pull request #423 from kain88-de/docs,0
1844,18,b7a549e,2015-09-11 19:46:24,Fixed Compressed test,1
1857,31,c3f3a63,2015-09-12 17:20:20,Merge pull request #433 from MDAnalysis/issue/386,0
1858,32,d4bc077,2015-09-13 17:47:02,Fixes #434: trying to write empty AtomGroup gives clear message.,1
1864,38,5a2f6ba,2015-09-16 15:11:37,PSA updated: new metrics  Hausdorff/nearest neigh analysis and plotting  additional functions/features,0
1865,39,bc13c02,2015-09-16 15:20:47,Fixed psa.py conflicts (numpy --> np),1
1873,47,8a23524,2015-09-18 17:22:55,"Revert ""Added DCD2 (DIMS AdK transition) to datafiles""",0
1874,48,673fbeb,2015-09-18 17:58:22,PSA.HP/PSA.NN now properties  fixed NN plot method,1
1887,61,58484f5,2015-09-21 19:06:06,Merge pull request #438 from sseyler/develop,0
1888,62,e045b66,2015-09-21 23:30:50,Fixed converagerc for coverage 4.0,1
1889,63,45c56be,2015-09-22 00:14:35,Added sseyler to CHANGELOG,0
1890,64,3c86189,2015-09-22 00:15:42,Fixed duplicate named test,1
1892,66,bb27ff0,2015-09-23 15:29:59,Added test for lib.mdamath.make_whole,0
1893,67,c5ac7ab,2015-09-23 15:44:21,Fix for issue with lib.mdamath.make_whole,1
1896,70,42da026,2015-09-25 21:15:48,Added tests for Issue #446,0
1897,71,0444b62,2015-09-25 21:30:12,Fixed Issue #446,1
1904,78,98fb034,2015-09-28 09:55:08,Merge branch 'issue-297' of github.com:MDAnalysis/mdanalysis into issue-297,0
1905,79,b8238e2,2015-09-28 14:50:02,Added AtomGroup picklability test  fixed cosmetics,1
1913,86,35c4302,2015-09-29 12:18:36,Added test for Issue #454,0
1914,87,83f4b65,2015-09-29 12:40:52,Fixes #454,1
1921,91,5a7d0e5,2015-10-01 08:25:46,Merge pull request #458 from jbarnoud/update-tpr,0
1922,6,c206d6f,2015-10-01 08:27:00,Fixed fit attribute shadowing fit method,1
1922,6,c206d6f,2015-10-01 08:27:00,Fixed fit attribute shadowing fit method,0
1923,7,abc974c,2015-10-01 08:29:00,Fixed docstrings on blocks_of,1
1923,7,abc974c,2015-10-01 08:29:00,Fixed docstrings on blocks_of,0
1924,8,3.80E+05,2015-10-01 08:52:00,Fixes to docs on PersistenceLength,1
1935,102,1306516.0,2015-10-01 23:13:44,Use system installed setup_tools,0
1936,103,e4f3483,2015-10-02 00:06:18,Make error message clearer in tests for TPR parser,1
1964,0,0149cba,2015-10-05 09:47:00,updated VMs,0
1965,129,2d2ae28,2015-10-05 10:12:46,Final fix(tm) to MANIFEST,1
1970,5,68df27f,2015-10-05 16:51:00,Merge pull request #471 from kain88-de/openmp-detection,0
1971,6,0411d10,2015-10-05 16:53:00,Fixed up CHANGELOG chronology,1
1973,8,7b77951,2015-10-06 01:09:00,new LAMMPS test files,0
1974,9,f393a64,2015-10-06 01:46:00,fixed dt for LAMPPS DCD and setting of dt by user,1
1977,12,2a3c00e,2015-10-06 13:47:00,updated docs for LAMMPS trajectory reader (units),0
1978,13,9dd05cc,2015-10-06 14:03:00,fixed DCDReader.dt was not in sync with Timestep.dt,1
1979,14,893f661,2015-10-06 16:07:00,Merge pull request #472 from MDAnalysis/fix-lammps,0
1980,15,f9eb342,2015-10-06 16:43:00,doc fix in LAMMPS DCDWriter,1
1982,16,547f365,2015-10-07 17:02:00,Added tests for Issue #476,0
1983,17,a1ce396,2015-10-07 17:04:00,Fixed topology.base.guess_atom_element raising IndexError,1
1987,21,bd49cc9,2015-10-08 10:00:00,Updated MANIFEST for Tests,0
1988,22,fdcbe82,2015-10-09 15:05:00,fixed numpy -> np in LeafletFinder,1
1996,18,7eafcdf,2015-10-12 10:38:00,Merge pull request #482 from MDAnalysis/feature-skip_netcdf,0
1997,19,19ad715,2015-10-12 13:53:00,fixed: docs for topologyobjects were not included,1
1998,20,031778b,2015-10-12 18:45:00,Simplified executable and module checkers.,0
1999,21,bcaad20,2015-10-14 00:00:00,fixed: @kain88-de was not listed as an author in the docs,1
2001,23,5b7b614,2015-10-16 14:11:00,Improved performance of lib.mdamath.make_whole slightly using sets,0
2002,24,e265a10,2015-10-16 14:20:00,Fixed analysis.density requiring deprecated trajectory attributes,1
2018,40,f897690,2015-10-19 14:49:00,Removed html folder from git tracking.,0
2019,41,a2deb06,2015-10-19 15:14:00,Added doc/html/ to .gitignore. Fixes #491.,1
2020,0,407eb24,2015-10-19 17:46:16,replaced netCDF4 with scipy.io.netcdf (issue #506),0
2021,42,05934fe,2015-10-20 02:31:00,Fixed setup-time dependency on numpy that broke pip installs.,1
2028,49,58632d9,2015-10-20 11:59:00,include forgotten Amber data files,0
2029,50,082f02d,2015-10-20 12:29:00,Added CHANGELOG entry for ten2eleven centerOfMass camelcase fix.,1
2029,50,082f02d,2015-10-20 12:29:00,Added CHANGELOG entry for ten2eleven centerOfMass camelcase fix.,0
2030,51,5673e8c,2015-10-20 14:59:00,Fixed numpy's partial import when installing,1
2031,52,4e786aa,2015-10-20 15:04:00,Added a new fixer and crude tests for conversion of numatoms argument to n_atoms argument for writer() functions. This will tolerate a variety of call signatures.,0
2032,53,1177725,2015-10-20 15:06:00,Completed CHANGELOG update for recent ten2eleven changes. Fixes #470.,1
2055,76,cf317f6,2015-10-30 10:23:00,Merge pull request #510 from kain88-de/basetest-fix,0
2056,77,3d12e60,2015-10-30 11:41:00,Fixes Issue #512,1
2066,87,b4ffb7b,2015-11-01 13:31:00,removed unused associativity feature from Selection,0
2067,88,6a5e447,2015-11-01 14:19:00,Fixed bonded selection,1
2071,92,3de57fc,2015-11-01 15:55:00,Added more tests for Selections,0
2072,93,5df50ff,2015-11-01 16:01:00,Removed unused expected error from Selections,1
2073,94,9f5b98a,2015-11-01 16:15:00,Removed reprs from core/Selection,0
2074,95,d16c6bd,2015-11-02 08:17:00,Fixed PointSelection KDTree (CNS was removed),1
2080,101,6bcc93e,2015-11-03 14:03:00,Added distance selection tests for triclinic boxes,0
2081,102,270c1cf,2015-11-03 18:05:00,Fixed conda install path for travis,1
2084,105,c675da7,2015-11-05 13:21:00,Merge pull request #519 from MDAnalysis/issue-361,0
2085,106,2ace7d9,2015-11-08 17:55:00,Fixed misuse of delta arg in ChainReader and docs of MDAnalysis.Writer,1
2091,112,5198654,2015-11-09 18:13:00,change dimension in place,0
2092,113,ad41de8,2015-11-09 23:16:00,Fix bug in coordinates base test,1
2097,118,789acd9,2015-11-11 13:30:00,removed c_numpy.pxd and replaced with 'cimport numpy',0
2098,119,cf97976,2015-11-11 17:35:00,Fixes incompatibility of LeafletFinder with newer numpys (closes #533),1
2107,128,9c0a40a,2015-11-12 13:19:00,Added unit tests for preservation of float32 data type in AMBER ncdf files written by MDAnalysis (for time and coordinate fields).,0
2108,129,e42c9c2,2015-11-12 13:54:00,MDAnalysis now correctly writes float32 data for time and coordinates fields of ncdf files. Fixes #518,1
2111,132,51b109e,2015-11-13 14:20:00,Tests for Issue #532,0
2112,133,b984aa9,2015-11-13 14:38:00,Added fix for Issue #532,1
2112,133,b984aa9,2015-11-13 14:38:00,Added fix for Issue #532,0
2113,134,0dac4c6,2015-11-13 15:36:00,Fixed broken Atom add,1
2118,139,0d11fab,2015-11-18 13:05:00,Added PSA citation and DOI link to references list,0
2119,140,2c3cb2b,2015-11-18 13:12:00,Fixed lammpsparser not liking compressed formats,1
2123,144,1475048,2015-11-18 13:22:00,Tweak to PSA citation,0
2124,145,af37201,2015-11-18 21:35:00,Fixed missing test files,1
2127,148,09c03f4,2015-11-23 10:23:00,Added tests for Issue #548,0
2128,149,4fa0e65,2015-11-23 10:31:00,Fixes for Issue #548,1
2129,150,0c3aa90,2015-11-23 20:35:00,Merge pull request #549 from MDAnalysis/issue-548,0
2130,151,d84019f,2015-11-30 11:37:00,Fixes to InterRDF,1
2139,159,c204857,2015-12-02 11:26:00,rewrote parts of NCDF float32 test,0
2140,160,5ac4dd5,2015-12-02 19:00:00,dirty fix for issue 556,1
2142,162,d424ccf,2015-12-02 22:04:00,Merge pull request #558 from hainm/issue556,0
2143,163,f1345fa,2015-12-02 22:16:00,finalized fix of #556 (test failure due os.chdir/tempdir),1
2147,167,3334a0a,2015-12-04 01:43:00,Force recompilation of cython files,0
2148,168,dbc3399,2015-12-04 11:57:00,Fix #541,1
2150,170,b47596b,2015-12-04 13:36:00,Merge pull request #561 from jbarnoud/issue-541,0
2151,171,5a3d2b3,2015-12-04 17:56:00,fixed import naming collision in test_atomgroup (quantifiedcode),1
2171,191,e354507,2015-12-09 12:25:00,Merge pull request #528 from cyanezstange/develop,0
2172,192,7b381aa,2015-12-09 12:49:00,Add comment to fix in WaterOrientationRelaxation class,1
2172,192,7b381aa,2015-12-09 12:49:00,Add comment to fix in WaterOrientationRelaxation class,0
2173,193,50101f5,2015-12-09 13:51:00,Fixes Issue #576,1
2175,195,a11c561,2015-12-09 16:27:00,Merge branch 'develop' of https://github.com/MDAnalysis/mdanalysis into develop,0
2176,196,9716b52,2015-12-09 17:14:00,Fixed usage of tempdir,1
2176,196,9716b52,2015-12-09 17:14:00,Fixed usage of tempdir,0
2177,197,692fdf0,2015-12-09 17:16:00,Fixed typo,1
2181,201,d3b6b44,2015-12-11 15:16:00,Added unit test and associated data for Issue#550.,0
2182,202,2819903,2015-12-11 17:31:00,Improved the test for Issue#550 to include all lines in the coordinate file. Improved the error message.,1
2182,202,2819903,2015-12-11 17:31:00,Improved the test for Issue#550 to include all lines in the coordinate file. Improved the error message.,0
2183,203,ee0da3c,2015-12-11 17:39:00,MDAnalysis now truncates atom numbers when writing .gro files with more than 99 999 atoms  in a manner consistent with genbox in GROMACS 4.6.3. Note that it appears that some GROMACS utilities (i.e.  trjconv) actually write 00000 instead of 0 for the 100 000th atom. Both formats can be read in by MDAnalysis and VMD  and this is (overall) an improvement that allows us to write large .gro files in a workable manner. Fixes #550.,1
2183,203,ee0da3c,2015-12-11 17:39:00,MDAnalysis now truncates atom numbers when writing .gro files with more than 99 999 atoms  in a manner consistent with genbox in GROMACS 4.6.3. Note that it appears that some GROMACS utilities (i.e.  trjconv) actually write 00000 instead of 0 for the 100 000th atom. Both formats can be read in by MDAnalysis and VMD  and this is (overall) an improvement that allows us to write large .gro files in a workable manner. Fixes #550.,0
2184,204,23c46f1,2015-12-11 17:44:00,Added CHANGELOG entry for fix of Issue #550.,1
2201,221,b838f88,2015-12-30 12:38:00,dynamic atom selections for density.density_from_Universe(),0
2202,222,cdcbf6e,2016-01-02 21:25:00,Fixed issue with check_slice_indices and numpy ints,1
2202,222,cdcbf6e,2016-01-02 21:25:00,Fixed issue with check_slice_indices and numpy ints,0
2203,223,cb2fb7e,2016-01-02 22:22:00,Quantified code fixes for Issue #604,1
2203,223,cb2fb7e,2016-01-02 22:22:00,Quantified code fixes for Issue #604,0
2204,224,de6c1d9,2016-01-04 09:52:00,Fixes to doc strings in coordinates/base,1
2205,225,0371edc,2016-01-04 10:39:00,Merge pull request #580 from MDAnalysis/gro-fix-truncation,0
2206,226,ffe725d,2016-01-04 12:05:00,Final docstring fixes,1
2210,230,f6b5760,2016-01-06 17:50:00,minor clean-up in analysis.helanal,0
2211,231,acfdbb3,2016-01-06 18:51:00,helanal: fixes and test case,1
2212,232,f9a61ac,2016-01-06 23:24:00,helanal: use ProgressMeter and logging instead of print,0
2213,233,e005d95,2016-01-06 23:57:00,fixed and improved helanal_main(),1
2215,235,70dbfb0,2016-01-07 01:50:00,removed easy_install/ez_setup.py from MDAnalysisTests,0
2216,236,3e7d847,2016-01-07 11:18:00,helanal minor fixes as requested in review of #610,1
2219,239,0d6fbd8,2016-01-07 20:33:00,Merge pull request #610 from MDAnalysis/feature-helanal-tlc,0
2220,240,480ab59,2016-01-07 22:44:00,fixed lib.util.greedy_splitext(),1
2226,246,2744af3,2016-01-09 14:18:00,Merge pull request #614 from MDAnalysis/Balasubra-Balasubra-Issue584,0
2227,247,9f19607,2016-01-11 01:02:00,reST doc fixes,1
2228,248,5b52783,2016-01-12 12:29:00,Refactored MOL2 encoding slightly,0
2229,249,06bd71f,2016-01-12 13:09:00,Fixes Issue #521,1
2229,249,06bd71f,2016-01-12 13:09:00,Fixes Issue #521,0
2230,250,df5d7a2,2016-01-12 22:20:00,QC fixes,1
2235,255,18a8813,2016-01-14 19:44:00,Fixups for #431 following review,0
2236,256,e9daccb,2016-01-15 09:25:00,Docstring fixes for #431,1
2238,258,3afd47f,2016-01-15 18:55:00,Migrated `%` string formating,0
2239,259,8cc2e5a,2016-01-15 20:02:00,Fix Cody/QC error with format,1
2258,6,91538dd,2016-02-11 15:24:56,Correct typo in tests,0
2259,7,605118c,2016-02-11 16:27:18,Fixed module import,1
2259,7,605118c,2016-02-11 16:27:18,Fixed module import,0
2260,8,c4df4b5,2016-02-11 16:55:14,Fixed module imports (ii),1
2260,8,c4df4b5,2016-02-11 16:55:14,Fixed module imports (ii),0
2261,9,b2262d4,2016-02-11 17:12:11,Fixed imports (iii),1
2266,14,c853f16,2016-02-11 21:41:15,Add changelog,0
2267,15,16fe0f7,2016-02-11 23:57:16,fix align tests,1
2287,35,e579339,2016-03-01 15:55:17,First draft of CONTRIBUTING file,0
2288,36,410380.0,2016-03-01 15:57:14,Fixed code getting mashed in md,1
2293,41,953c06d,2016-03-04 18:17:46,Added tests for Issue #755,0
2294,42,da35a5c,2016-03-04 18:20:45,Fixes for Issue #755,1
2301,49,05a8aa6,2016-03-08 14:26:40,Merge pull request #714 from kain88-de/rmsd,0
2302,50,e1b4182,2016-03-08 19:02:45,Fix citations in docs,1
2333,81,bddbd81,2016-03-21 19:53:13,Merge pull request #794 from jbarnoud/issue-784-dynamic-authors-py3,0
2334,82,50629b7,2016-03-22 23:08:24,Changed bare except in GROParser to try and fix coverage detection,1
2347,95,de62a9b,2016-04-06 13:00:47,Added tests for Issue #816,0
2348,96,ac9afb9,2016-04-06 13:08:38,Fixes issue #816,1
2356,104,e952945,2016-04-11 17:29:47,tests for issue #820,0
2357,105,06b275b,2016-04-11 17:45:41,Fixes Issue #820,1
2357,105,06b275b,2016-04-11 17:45:41,Fixes Issue #820,0
2358,106,cf1e6b6,2016-04-11 18:10:53,fix for simple rms.rmsd() (Issue #822),1
2359,107,3f1f36d,2016-04-12 10:18:16,Removed some use of deprecated methods,0
2360,108,868fa85,2016-04-12 14:03:15,fix rms tests,1
2372,120,6131849.0,2016-04-17 22:50:53,fixup,0
2373,121,d2aff33,2016-04-17 23:01:59,fix pos warnings (#828),1
2378,126,9e049f6,2016-04-19 06:30:35,Merge pull request #825 from MDAnalysis/depremovals,0
2379,127,964a4b4,2016-04-19 16:52:55,doc fixes for removal of Bio.PDBParser,1
2380,128,d2ed400,2016-04-19 19:25:21,Merge branch 'develop' into issue-755-atomTSview,0
2381,129,a7def5f,2016-04-19 19:27:44,Fixed failing tests for Issue #755,1
2392,140,5ccd344,2016-04-29 23:56:53,Merge pull request #835 from jdetle/issue-834,0
2393,141,2bea8be,2016-05-02 20:33:26,Updated tests  fixed some issues in docs,1
2394,142,9142426.0,2016-05-02 21:08:48,Updated docs [skip ci],0
2395,143,7a77bf1,2016-05-05 10:17:08,Fix a regression with PDB files on python 3,1
2401,149,58687ec,2016-05-06 20:41:50,Added real trajectory test,0
2402,150,3892406.0,2016-05-07 11:06:19,Fixed up test,1
2413,161,aa27b03,2016-05-13 15:57:43,Merge pull request #849 from MDAnalysis/issue-848-fasterpdb,0
2414,162,35a7e72,2016-05-15 11:18:25,Fixed HistoryReader using 1 based frame indices,1
2414,162,35a7e72,2016-05-15 11:18:25,Fixed HistoryReader using 1 based frame indices,0
2415,163,9839461.0,2016-05-15 11:23:38,Fixed tests for issue #851,1
2415,163,9839461.0,2016-05-15 11:23:38,Fixed tests for issue #851,0
2416,164,dc522c4,2016-05-15 12:05:47,Fixed frame numbering on rewind,1
2424,5,a2ccb3d,2017-01-10 16:05:52,initial work on DCD writing,0
2425,6,ab0f981,2017-01-14 09:06:34,ENH: restored DCD-related import checking in MDAnalysis/coordinates/__init__.py after upstream python 3 fixes.,1
2429,10,1475c99,2017-01-28 19:31:05,ENH: New DCD reading code now appears to handle unit cell information properly. All tests in test_libdcd.py pass in python 2.7 and 3.5.,0
2430,11,5df264e,2017-01-29 19:29:32,ENH: Fixed an IOError message in libdcd.pyx that referred to TRR files instead of DCD files.,1
2443,6,c3130ca,2017-04-08 19:44:32,use absolute imports,0
2444,7,d776d73,2017-04-08 22:53:43,fix integer division,1
2444,7,d776d73,2017-04-08 22:53:43,fix integer division,0
2445,8,2aad424,2017-04-09 09:03:59,fix division errors,1
2445,8,2aad424,2017-04-09 09:03:59,fix division errors,0
2446,9,5bb6a9b,2017-04-09 09:27:48,fix test errors,1
2451,14,0faa8a0,2017-04-12 13:59:13,Universe now works with StringIO objects (#1254),0
2452,15,b87a20a,2017-04-12 13:59:56,Fix changelog (#1304),1
2459,22,74997bd,2017-04-13 17:56:07,speed up pdbqt,0
2460,23,dfad88c,2017-04-17 10:12:26,Fix doc warnings in MDAnalysis package,1
2460,23,dfad88c,2017-04-17 10:12:26,Fix doc warnings in MDAnalysis package,0
2461,24,317dedf,2017-04-17 10:13:10,fix errors in rst files,1
2461,24,317dedf,2017-04-17 10:13:10,fix errors in rst files,0
2462,25,322bbb9,2017-04-17 10:13:37,turn doc warnings into errors,1
2467,30,ca30efa,2017-04-17 23:41:37,Merge pull request #1312 from MDAnalysis/doc-warnings,0
2468,19,fdb7685,2017-04-20 17:14:25,Removed spurious header writing  fixed an issue in write() method of DCDFile such that single-frame NAMD DCD trajectory writing exactly reproduces the coordinates from the input file.,1
2468,19,fdb7685,2017-04-20 17:14:25,Removed spurious header writing  fixed an issue in write() method of DCDFile such that single-frame NAMD DCD trajectory writing exactly reproduces the coordinates from the input file.,0
2469,20,6c7a691,2017-04-20 19:32:12,Patched issue with frame iteration in test_coord_match -- all unit tests now pass.,1
2469,20,6c7a691,2017-04-20 19:32:12,Patched issue with frame iteration in test_coord_match -- all unit tests now pass.,0
2470,21,6092980,2017-04-20 22:34:02,Attempted formatting fixes in test_libdcd.py.,1
2472,31,68e4c17,2017-04-25 18:17:47,replace .. SeeAlso:: with numpy section (#1314),0
2473,32,ce48911,2017-04-26 16:08:59,wateranalysis: Fixed case when no water molecules in selection.,1
2475,34,5c6700b,2017-04-27 12:26:38,wateranalysis: Formatted according to PEP8,0
2476,35,d5bc8f5,2017-04-28 16:10:44,Fix hbond cannot deal with atoms too far (PR #1325),1
2476,35,d5bc8f5,2017-04-28 16:10:44,Fix hbond cannot deal with atoms too far (PR #1325),0
2477,36,401c366,2017-04-29 18:21:21,Fix #1324 (encore required reader with timeseries capabilities),1
2478,37,ac27e28,2017-05-01 21:05:13,PQRParser now reads icodes (#1328),0
2479,38,c1e751e,2017-05-02 00:15:39,"fixed docs for PDBParser ""conect"" keyword (#1329)",1
2479,38,c1e751e,2017-05-02 00:15:39,"fixed docs for PDBParser ""conect"" keyword (#1329)",0
2480,39,bb9bb57,2017-05-03 21:11:15,fix doc deploy,1
2480,39,bb9bb57,2017-05-03 21:11:15,fix doc deploy,0
2481,40,4f3d59c,2017-05-04 16:18:07,fixed remaining sphinx warnings and doc touchups,1
2481,40,4f3d59c,2017-05-04 16:18:07,fixed remaining sphinx warnings and doc touchups,0
2482,41,e25d2c7,2017-05-04 18:13:30,sphinx: make sphinx fail on warnings and be verbose (local sphinx Makefile),1
2483,42,afe690b,2017-05-05 09:29:18,Merge pull request #1333 from QuantumEntangledAndy/Issue1331,0
2484,43,7817f96,2017-05-05 09:37:35,Fix small rendering errors in the doc,1
2484,43,7817f96,2017-05-05 09:37:35,Fix small rendering errors in the doc,0
2485,44,ce80e91,2017-05-05 11:07:00,Fixes Issue 1331 This handles the case where number of items is exactly divisible by number of items per line. Previously the code would always round up  where instead it should only round up when not exactly divisible.,1
2485,44,ce80e91,2017-05-05 11:07:00,Fixes Issue 1331 This handles the case where number of items is exactly divisible by number of items per line. Previously the code would always round up  where instead it should only round up when not exactly divisible.,0
2486,45,ecc3919,2017-05-05 14:41:05,more reST fixes,1
2488,47,c1db033,2017-05-07 20:09:41,use consistent formatting,0
2489,48,303574b,2017-05-08 12:59:42,Fixes issue #1330 (#1332),1
2494,26,6d7e8b6,2017-05-10 22:15:45,DCDWriteTestRandom now pins down the random seed for testing robustness.,0
2495,50,1c8f87d,2017-05-10 23:36:38,fix start  stop  step values of AnalysisBase (#1340),1
2495,50,1c8f87d,2017-05-10 23:36:38,fix start  stop  step values of AnalysisBase (#1340),0
2496,51,429795a,2017-05-12 20:20:45,remove failing cron build job,1
2496,51,429795a,2017-05-12 20:20:45,remove failing cron build job,0
2497,52,1f9a31f,2017-05-14 02:37:32,hbond analysis: fixed incorrect residue handling with trailing numbers (#1339),1
2497,52,1f9a31f,2017-05-14 02:37:32,hbond analysis: fixed incorrect residue handling with trailing numbers (#1339),0
2498,53,f189758,2017-05-14 20:10:27,Fixed Issue #1347 (#1348),1
2498,53,f189758,2017-05-14 20:10:27,Fixed Issue #1347 (#1348),0
2499,54,8cd7603,2017-05-16 13:29:52,documentation updates and fixes,1
2505,60,5da4146,2017-05-18 11:12:15,use sphinx-readable CSS with alabaster,0
2506,61,dc2dd7e,2017-05-19 08:01:17,FIX: rmsf.run should return itself,1
2510,65,13f2192,2017-05-21 18:19:31,add comments,0
2511,27,9091ac9,2017-05-22 09:20:00,fixes in libdcd,1
2519,70,0b499e9,2017-05-26 15:45:26,remove * imports in align docs,0
2520,30,d14ffb5,2017-05-28 12:11:23,fix write_file function,1
2527,37,e2e8e84,2017-05-28 13:54:48,start work on new dcd reader,0
2528,38,d446fcd,2017-05-28 14:45:11,fix unicode name in open,1
2528,38,d446fcd,2017-05-28 14:45:11,fix unicode name in open,0
2529,39,e06b0ff,2017-05-28 15:38:15,Fix unitcell handling,1
2530,40,5fb3878,2017-05-28 15:39:52,improve dt unit handling,0
2531,71,2e2ad9f,2017-05-28 15:42:18,Fix weights deprecations (#1356),1
2531,71,2e2ad9f,2017-05-28 15:42:18,Fix weights deprecations (#1356),0
2532,41,54abc2d,2017-05-29 21:29:06,fix failing tests,1
2533,42,473f1c5,2017-05-30 07:58:49,enable new style reader/writer tests,0
2534,43,71668a9,2017-05-30 08:04:22,fix up docs,1
2544,53,e651f59,2017-06-01 22:52:09,use timeseries,0
2545,54,64098d8,2017-06-02 08:05:33,fix ndims DCD reader error,1
2545,54,64098d8,2017-06-02 08:05:33,fix ndims DCD reader error,0
2546,55,65ea67b,2017-06-02 08:05:41,fix timeseries,1
2547,56,f189510,2017-06-02 08:23:19,have readframes with start stop step,0
2548,57,979c8dd,2017-06-02 13:41:36,fix linter problems,1
2549,58,8ba9f19,2017-06-02 13:51:31,remove dcd from timestep API test,0
2550,59,4c308c7,2017-06-02 14:21:21,fix unitcell initialization,1
2563,64,2c754d4,2017-06-04 17:38:21,copy timestep,0
2564,65,9b1d607,2017-06-04 18:10:54,fixed known failure in transition,1
2569,6,eed7761,2017-06-12 07:58:40,More work on making indexing arrays use intp (#1362),0
2570,67,77f5ea4,2017-06-12 13:14:31,fixed ENCORE compilation warnings,1
2570,67,77f5ea4,2017-06-12 13:14:31,fixed ENCORE compilation warnings,0
2571,7,efd9fc5,2017-06-12 14:47:13,Aesthetic fixes to test_gro,1
2592,75,6779240,2017-06-15 20:44:17,removed conditional skipping of tests when scipy or matplotlib are missing,0
2593,76,9f79004,2017-06-15 21:59:01,fix error in DCD Reader and remove confusing comment,1
2593,76,9f79004,2017-06-15 21:59:01,fix error in DCD Reader and remove confusing comment,0
2594,77,19316df,2017-06-15 21:59:09,fix test for dcd,1
2598,79,3bc9c02,2017-06-16 08:15:49,add readframes tests,0
2599,80,64093cb,2017-06-16 08:21:53,fix backwards step in readframes,1
2602,24,3de936c,2017-06-16 14:10:29,make instant selectors emit DeprecationWarning,0
2603,25,3e57373,2017-06-17 08:24:52,fix sphinx warnings,1
2613,34,9dc1737,2017-06-17 19:37:12,Use common setup script rather than OS specific ones (#1408),0
2614,35,1f36502,2017-06-19 11:01:41,fix int type in asserts in TestDownshiftArrays (#1410),1
2620,86,6476987,2017-06-22 11:06:30,Added pytest-raises,0
2621,87,3f58740,2017-06-22 13:19:09,fix TRZ file reader on big-endian arches,1
2625,91,3cb61d6,2017-06-24 11:56:28,Merge pull request #1427 from MDAnalysis/fix-trz-endian,0
2626,92,ff3e4eb,2017-06-24 12:24:35,Fixing up CHANGELOG (#1430),1
2630,38,f846427,2017-06-24 14:09:41,add @utkbansal to changelog,0
2631,96,fe0b886,2017-06-24 16:01:47,Fix a syntax error in MDAnalysis.__init__ (#1432),1
2634,99,8ed06ce,2017-06-25 07:03:49,Convert test_libdcd.py to pytest,0
2635,100,e9a32c5,2017-06-25 12:38:37,Fix python 3 imcompatibilities in core (#1435),1
2637,102,36105ae,2017-06-25 13:51:17,fixup CHANGELOG & setup.py with rebase cleaning,0
2638,103,49f3e54,2017-06-25 14:20:30,fix DCD writer errors,1
2642,107,7420bd3,2017-06-25 17:08:23,uniformly use xyz to refer to coordinates in libdcd,0
2643,108,134199e,2017-06-25 17:15:14,fixup DCD sphinx error,1
2661,122,b97f2ab,2017-07-02 22:46:35,Port core module to pytest (#1443),0
2662,123,f0a8204,2017-07-03 03:37:02,Fix test_align.py,1
2662,123,f0a8204,2017-07-03 03:37:02,Fix test_align.py,0
2663,124,3b4841b,2017-07-03 03:39:51,Fix test_base.py,1
2663,124,3b4841b,2017-07-03 03:39:51,Fix test_base.py,0
2664,125,60cb030,2017-07-03 03:44:50,Fix test_contacts.py,1
2664,125,60cb030,2017-07-03 03:44:50,Fix test_contacts.py,0
2665,126,c773c0f,2017-07-03 03:47:13,Fix test_density.py,1
2665,126,c773c0f,2017-07-03 03:47:13,Fix test_density.py,0
2666,127,ed4c80a,2017-07-03 03:50:02,Fix test_diffusionmap.py,1
2666,127,ed4c80a,2017-07-03 03:50:02,Fix test_diffusionmap.py,0
2667,128,c1e7cf2,2017-07-03 04:02:18,Fix test_gnm.py,1
2667,128,c1e7cf2,2017-07-03 04:02:18,Fix test_gnm.py,0
2668,129,2deec4e,2017-07-03 04:05:33,Partially fix test_hbonds.py,1
2668,129,2deec4e,2017-07-03 04:05:33,Partially fix test_hbonds.py,0
2669,130,c9f2038,2017-07-03 04:09:45,Fix test_hydrogenbondautocorrel.py,1
2669,130,c9f2038,2017-07-03 04:09:45,Fix test_hydrogenbondautocorrel.py,0
2670,131,a7f050e,2017-07-03 04:12:00,Fix test_nuclinfo.py,1
2670,131,a7f050e,2017-07-03 04:12:00,Fix test_nuclinfo.py,0
2671,132,f3946f3,2017-07-03 04:12:51,Fix test_pca.py,1
2671,132,f3946f3,2017-07-03 04:12:51,Fix test_pca.py,0
2672,133,80c4cba,2017-07-03 04:14:37,Fix test_persistencelength.py,1
