,index,hash,time,message,buggy
350,44,8904edf,2003-08-07 08:55:30,fixes for the FrequencySystem to work with only _one_ frequency-dependent matrix  instead of multiple frequency-independent matrices,1
351,45,b6e9175,2003-08-07 19:25:31,can now increase order of linear elements: added MeshBase::all_second_order()  tested for several  but not all elements.,0
352,46,dca0a6d,2003-08-08 09:13:24,fixed a dumb bug that added too many nodes that also gave me quite a headache with infinite elements.  Now this second_order converter works fine!,1
352,46,dca0a6d,2003-08-08 09:13:24,fixed a dumb bug that added too many nodes that also gave me quite a headache with infinite elements.  Now this second_order converter works fine!,0
353,47,7dda254,2003-08-08 14:11:27,- extended the MeshData to compatible mode: when the  MeshData   was not active at mesh import time  one can still write   a Universal mesh  or read/write mesh data through the   compatibility mode.  However  be cautious with this mode    it uses the _current_ Mesh node and element ids - fixed MeshBase Universal support for Tet10,1
354,48,08a74d6,2003-08-08 14:30:11,documentation,0
355,49,4899538.0,2003-08-09 21:34:42,fix for PETSc 2.1.6 when variables are used in the packages file,1
356,51,10ad7ea,2003-08-11 19:48:24,removed graph matrix support.  This is no longer necessary unless Damien REALLY wants it  and it causes unnecessary includes,0
357,52,c228d69,2003-08-12 17:49:18,- fixed meshtool for missing matrix graph - added functionality to write the boundary as Universal mesh    but with node numbers of the corresponding volume mesh - some more asserts in the MeshData,1
358,53,f57c2ca,2003-08-15 19:14:13,added #include <algorithm> for std::sort,0
359,54,cb0111b,2003-08-16 17:33:49,some minor mod's to NewmarkSystem  and a fix.  matrices were assembled twice...,1
362,57,a070fc2,2003-08-17 11:49:01,forgot...,0
363,58,08af695,2003-08-17 19:06:35,fixes for --disable-amr,1
366,61,be07969,2003-08-18 14:12:44,changed the element flagging routines to exclude elements at the maximum allowable level of refinement from the statistics performed in the selection process,0
367,62,fc52d4f,2003-08-18 14:44:52,- thanks  John for the hint with the unsigned short int!  Reduced   mem requirements for the adjacent_vertices matrices of all higher-order   elements through converting to short int - reduced # of virtual fn's in Elem by one: the higher_order_equiv_elem()   or so got moved into a static member function of Elem.  This also enables   to choose whether one wants to convert quad4->quad8 or quad4->quad9   through a simple bool option in MeshBase::all_second_order(bool) - reduced repeated code in adjacent_vertices through moving these short   int matrices to Hex  Quad  Prism etc - fixed GMV support for higher-order Prisms (enuff debugging for today...  -),1
368,63,b4ccc49,2003-08-20 21:38:45,removed a here() statemenet,0
369,64,d5dcda2,2003-08-21 22:07:01,Fixed a bug in the node numbering of this reference element.,1
369,64,d5dcda2,2003-08-21 22:07:01,Fixed a bug in the node numbering of this reference element.,0
370,65,c10a2f6,2003-08-21 22:10:07,Commented out MeshRefinement friend.  We seem to be developing a continuing problem with making Elem a friend of many classes in order to get access to the build member.,1
372,67,5283b16,2003-08-23 00:36:08,Added the radial code for the centroid partitioner.,0
373,68,c61805f,2003-08-23 17:12:46,- minor fix to the logging behavior of the build_inf_elem() methods - MeshData can now also (for .unv files) transfer the _whole_ header   in one chunk  also tried to make the MeshData for .unv a bit more   idiot-proof -- i use it quite often right now,1
395,90,abb4d39,2003-09-02 18:02:45,Changed all copyright statements to include 2003.,0
396,91,248c455,2003-09-02 18:04:17,fixed .cvsignore for example 12,1
396,91,248c455,2003-09-02 18:04:17,fixed .cvsignore for example 12,0
397,92,ad2c257,2003-09-02 19:49:07,compatibility fixes for IRIX,1
397,92,ad2c257,2003-09-02 19:49:07,compatibility fixes for IRIX,0
398,93,3edfc70,2003-09-02 19:50:20,throw an error and return an acceptable type in the case of failed switch statements,1
398,93,3edfc70,2003-09-02 19:50:20,throw an error and return an acceptable type in the case of failed switch statements,0
399,94,4d1f064,2003-09-02 19:55:01,throw an error and return an acceptable type in the case of failed switch statements,1
403,98,642ce5b,2003-09-03 16:49:10,added a comment,0
404,99,a4da446,2003-09-06 02:24:00,major fixes for HP-UX  the suckin' OS: - aCC cannot swap  as in elem.h - inserted some more this-> - finally reading .unv works -- but why? status report on file I/O capabilities: - reading .xda: no - reading .unv: yes - writing .gmv: yes - writing .unv MeshData: works  but reordered? - reading .unv MeshData: no?,1
404,99,a4da446,2003-09-06 02:24:00,major fixes for HP-UX  the suckin' OS: - aCC cannot swap  as in elem.h - inserted some more this-> - finally reading .unv works -- but why? status report on file I/O capabilities: - reading .xda: no - reading .unv: yes - writing .gmv: yes - writing .unv MeshData: works  but reordered? - reading .unv MeshData: no?,0
405,100,5120efe,2003-09-06 15:31:40,doc fix,1
405,100,5120efe,2003-09-06 15:31:40,doc fix,0
406,101,01b2132,2003-09-06 22:57:12,"finally! -- _FULL_ functionality  now also on HP-UX  my ""favorite"" OS...  fixed xda and unv file I/O",1
411,106,b6bf2ef,2003-09-11 15:46:12,Put the ability to choose the number of partitions back into the MeshBase.  Also added the functionality of the -p argument back into meshtool.,0
412,107,3a89f61,2003-09-11 19:10:53,fixed all_second_order() so that boundary conditions get inherited,1
414,109,e187ca2,2003-09-12 21:31:22,- had trouble with the pre-defined tolerance in MeshBase::build_inf_elem()    changed to 1e-3.  At some time this could be determined from the   bounding_box of the mesh? - improved speed of the contains_point() for infinite cells through   applying Ben's trick to use size_sq() instead of size() for points   whenever possible,0
415,110,fb701dc,2003-09-13 21:32:36,fixed warnings of uninitialized variables,1
415,110,fb701dc,2003-09-13 21:32:36,fixed warnings of uninitialized variables,0
416,111,f8f0607,2003-09-16 00:41:29,Checked in code to allow for the reading of gzstreams.  Works on linux with gcc 2.95.3 and the latest gcc. Not sure about 2.96 or other architectures.  Only compressed UNV files can be read right now.  Others will be added as we work out the bugs.,1
425,120,fde46da,2003-09-25 21:50:47,include file changed name,0
426,121,4a08ab1,2003-09-25 21:59:11,fix for no performance logging,1
431,126,bd5b4db,2003-09-30 18:22:18,The Mesh class no longer includes a MeshRefinement object  since this is not strictly necessary.  Also  the BoundaryMesh object has been removed from the Mesh.  Both of these can be explicitly created if they are needed (see meshtool.cc). This reduces object dependencies  and should decrease the size of the Mesh object,0
432,127,ad5126e,2003-10-01 04:02:52,Fixed a bit of documentation for the Mesh.  Specifically  it does not contain a MeshRefinement or BoundaryMesh object  and the docs were changed to reflect that fact.,1
435,130,4c8137e,2003-10-01 17:48:26,forget that...  PETSc <= 2.1.5 requires the cast  so put it back,0
436,131,01f6eaa,2003-10-01 19:27:43,fixed the Partitioner factory for xlC,1
436,131,01f6eaa,2003-10-01 19:27:43,fixed the Partitioner factory for xlC,0
437,132,4888283.0,2003-10-01 19:47:09,fixed build system to properly disable libgzstreams,1
437,132,4888283.0,2003-10-01 19:47:09,fixed build system to properly disable libgzstreams,0
438,133,44d64df,2003-10-01 19:49:46,fixed AutoPtr assignment for xlC,1
439,134,852469a,2003-10-01 20:21:54,added a simple script to check for stand-alone headers.  Can be improved.,0
440,135,99bf631,2003-10-02 01:05:08,fixed the Factory?,1
445,140,84b846d,2003-10-08 13:49:35,changed unsigned int to int for PETSc compatibility,0
446,141,a940869,2003-10-09 19:21:51,accidentally checked in a _huge 25x25x25 ex4.C from an Itanium2.  Fixed that.,1
447,142,115dc01,2003-10-09 21:03:02,removed option to skip prepare_for_use() from Mesh::read().  This should not be optional,0
448,143,81c41b5,2003-11-03 03:56:52,Fixed some incorrect statements in the documentation.,1
455,150,6f1b51a,2003-11-06 06:24:35,Added some personal apps to the ignore list for the src/apps directory.,0
456,151,5aef702,2003-11-06 20:30:21,fixed the dependencies,1
475,170,e7f6df4,2003-11-10 01:23:33,removed the download.php file,0
476,171,8fe3e99,2003-11-10 04:24:54,Checked in a fix to remove :ext: when attempting to discern a users sourceforge name while uploading documentation.  Still need to find a way to set permissions correctly.,1
487,182,5cd37d9,2003-11-11 04:58:33,cleaned up layout.css and the example files,0
488,183,f208679,2003-11-11 13:19:41,fixed ex7.  ex8 now works in complex mode,1
492,187,4228679.0,2003-11-11 16:21:15,added the make upload target to upload an existing web page withour rebuilding the doxygen documentation,0
493,188,6ee5ecb,2003-11-11 17:54:09,The Make dependency for the example files was using a question mark for matching the numbers.  Unfortunately  the question mark only matches a single character which does not match 10  11  12... I changed it to use a star instead.  This is really a minor fix.,1
495,190,b09db96,2003-11-12 17:42:57,Added a link to my masters report on the publications page.,0
496,191,9a56ae3,2003-11-13 21:21:22,Fixed a small bug which didnt print newlines in the tecplot output.,1
496,191,9a56ae3,2003-11-13 21:21:22,Fixed a small bug which didnt print newlines in the tecplot output.,0
497,192,f7e506a,2003-11-14 00:03:06,Checked in a fix for internet explorer not being able to handle the title image word wrap.,1
499,194,b70e7f1,2003-11-14 17:41:47,Added Steffen and Daniel to the devs page.,0
500,195,464e1d6,2003-11-15 14:58:19,changed xdrIO so the error message in the case of failed file access is printed in optimized mode by moving the test outside of an assert,1
500,195,464e1d6,2003-11-15 14:58:19,changed xdrIO so the error message in the case of failed file access is printed in optimized mode by moving the test outside of an assert,0
501,196,2226cd6,2003-11-15 20:12:07,added a fix for the factory instantiation for IBM xlC,1
522,15,aa35f94,2003-11-30 07:04:21,updated configure system,0
523,16,1d61019,2003-11-30 07:10:18,changed CONST to CONSTANT in the Order enum.  This caused a problem with LAM MPI,1
528,21,28bebe6,2003-12-09 20:24:09,added a direct solver for dense systems in the DenseMatrix and DenseVector classes,0
529,22,ec31854,2003-12-11 08:28:51,Fixed Daniel.,1
529,22,ec31854,2003-12-11 08:28:51,Fixed Daniel.,0
530,23,5822f4e,2003-12-12 18:57:51,fixed some bugs contributed by Marc Buffat,1
531,24,ae2271a,2003-12-12 22:42:53,It is now possible to compute curvatures on element boundaries.  This information is available at the quadrature points via fe->get_curvatures().  This information is sometimes necessary for computing stresses on curved boundaries.  I have tested in in 3D (2D boundaries) and 2D (1D boundaries) and it appears to work.,0
532,25,9d444f7,2003-12-18 03:07:07,fixed a no-return statement condition,1
532,25,9d444f7,2003-12-18 03:07:07,fixed a no-return statement condition,0
533,26,4ee00d5,2003-12-19 13:25:36,fixed a bug in the Plane class.  Thanks to Peter Kolb for this fix,1
534,27,2bcd7c0,2003-12-20 19:55:33,added capability in the EquationSystems to extract a discontinuous solution vector for plotting purposes,0
535,28,d0f7d2d,2003-12-20 19:58:09,fixed an off-by-one error in the UCD input,1
537,30,112de30,2003-12-23 22:57:51,Made the constructor protected to prevent the possibility of users constructing this class.  It is only used internally by the mesh.,0
538,31,d9980c3,2003-12-24 00:30:43,fixed for Scali MPI compatibility.  Apparently MPI_SUM is not always valid for char data types,1
542,35,d57285b,2004-01-09 19:33:22,Added new set of shape functions. Currently implemented up to seventh order in 2D.,0
543,36,64431a6,2004-01-11 15:56:46,fixed a bug in the solution projection that caused all vectors to be projected as parallel  distributed vectors regardless of initial distribution.  This causes a problem when the current_local_solution (a local vector) was projected  since it was improperly projected into a parallel vector.  I introduced this bug about a week ago in the system rewrite.,1
546,39,47f3373,2004-01-16 11:01:52,Changed 1D szabab shapes to some nicer expressions1D szabab shapes to some nicer expressions.,0
