,hash,message,buggy
446,5d5751b,fix class name in PAIR_CLASS setup,1
447,ec23aef,fix reaxc division by zero bug also for USER-OMP variant,1
448,6bf2c60,Fix issues in Kokkos comm,1
449,23f71ee,fix bug in create_bonds  where ghost atoms were counted incorrectly,1
450,69d97fa,fix enforce2d has to be defined after fixes with enforce2d_flag set,1
451,90e6032,new fix flow/gauss command,1
452,c80dad0,new fix flow/gauss command,1
453,7edb294,Fix execution space issues in comm_kokkos,1
454,beb5a30,new compute global/atom command  also bug fix for descending dump sorts,1
455,588b253,Minor fix for FixNHUef constructor,1
456,afbc6fc,added coeff  settings  single  fix compile,1
457,45187a0,Fix system header #include style.,1
458,29550d4,Fix dump cfg in viz_atomeye.py example,1
459,a062944,Fix execution space issues,1
460,db1ed32,Fix minor issues in pair_snap_kokkos,1
461,c4e83be,Fix compile error in pair_yukawa_kokkos,1
462,6759630.0,bug fix for dump sort in descending order,1
463,6759630,bug fix for dump sort in descending order,1
464,36da922,Fix dump cfg in vizplotgui_atomeye.py example,1
465,e493b6a,Fix sigcut class variable actually used,1
466,2106dce,new fix halt command  other sundry small bug fixes,1
467,a692398,fix bug in reserving sufficient space for special atoms,1
468,2574891.0,fix optional argument scanning bug,1
469,2574891,fix optional argument scanning bug,1
470,d7d087a,Fix issue with peratom energy/virial in pair_snap_kokkos,1
471,9bb7f1d,Fixed recent segfault in fix gcmc and added mcmoves keyword,1
472,c5ccbbe,cmake: fix 'make test',1
473,e397379,fix bug in power operator in LAMMPS variable expressions,1
474,5b55744,fix a header line formatting issue,1
475,9806da6,Stan bug fixes for fix reaxc/bonds/kk,1
476,62bf307,Fix bug introduced into Make.py by latest changes,1
477,9a57231,Set peratom_freq in fix ave/chunk,1
478,40a8b1a,fix stupid bug in AtC when using alloca() instead of VLAs,1
479,e13c94e,fix uninitialized variable bug spotted by coverity scan,1
480,eb273ab,fix elusive uninitialized data bug reported by valgrind,1
481,d0aa13b,Fix broken link in Section_packages.txt,1
482,e78b426,Fix issue with external links containing anchors,1
483,1383684,fix bug in recent dump changes for -DLAMMPS_BIGBIG,1
484,8d37c89,different bug fix for create_bonds  delete_atoms neigh list issue,1
485,110bb79,Implement fix python mentioned in issue #454,1
486,7feb6c2,USER-DPD: fix a bug in AtomVecDPDKokkos::unpack_restart(),1
487,e66c71e,fix linker error bug with fftw3 and -DFFT_SINGLE,1
488,17aff29,fix off-by-one bug when copying strings,1
489,720490c,Added group keywords to fix gcmc  fixed destructor,1
490,b97b9dd,new fix cmap command,1
491,354ee97,Added fix gcmc check to init(),1
492,f48b71f,added examples/threebody  fix reaxc/speceies/kk,1
493,4342bcd,Fix CUDA issue in USER-DPD/random_external_state.h,1
494,dcede30,changes for next patch  2d disc options for spheres  fix external upgrade  bug fixes for fix ave/chunk for density calcs  Aidan doc page citation deconvolution,1
495,8f59c0e,Fix modify/sync issue in neigh_bond_kokkos,1
496,22d2d1c,Fix issue in pair_snap_kokkos memory_usage,1
497,319508b,fix scoping ambiguity issue that confuses nvcc,1
498,c3ce374,Added fix filter/corotate.,1
499,a241b2d,fix problems with references,1
500,a9f3f90,fix uninitialized members,1
501,408cc19,Fix for seg fault.,1
502,f037f89,fix GPU + BUILD_SHARED_LIBS,1
503,7f20afe,convert from using fix property/atom to using fix store,1
504,97b8a30,Blocked fix rigid,1
505,7f3a7c5,Fix broken link,1
506,050a82a,fix LAMMPS_LONGLONG_TO_LONG description,1
507,45602e5,fix another couple of typos,1
508,59dc83e,Fix resource leak,1
509,9a71efc,fix neb bugfix from Emile Maras,1
510,616ca1d,Fix nvk implemented.,1
511,d60fbe4,Blocked fix rigid,1
512,73c55ac,Fix up docs after renaming,1
513,b3d2fb9,new fix wall/gran/region command  REBO bug fix  new example log files,1
514,3c88fa1,Fix bug introduced in latest changes,1
515,4dff676,Added group keywords to fix gcmc,1
516,ca4619e,Fix format issue in pair_exp6_rx_kokkos,1
517,cde6e9b,Fix CUDA issue in pair_exp6_rx_kokkos,1
518,8662662.0,fix ti/spring,1
519,8662662,fix ti/spring,1
520,954d536,added bondmax method to fix halt,1
521,7cff343,fix allocation regressions in PairTableKokkos,1
522,b9b044e,new fix ti/spring command  remove fix ti/rs,1
523,996c62f,fix bond/react: generalized classical chemical reactions,1
524,c3c9f35,Fix concurrent modification issue in comm_kokkos,1
525,633ca33,Fix issue in Kokkos neighborlist,1
526,f709a72,cross ref fix deform and new fix nvt/uef,1
527,93401a8,reintroduce pointer nullification for fix balance,1
528,2c42876,allow dynamics groups for fix nve/limit and fix temp/rescale,1
529,d886cc9,fix syntax error in fix saed/vtk docs example,1
530,8492212,fix bug found by coverity scan,1
531,916ed71,fix bond/react final touches,1
532,f914da6,fix typo,1
533,52d3e98,Fix issue in npair_skip_kokkos,1
534,1483649,fix memory corruption issue in fix reax/c/species,1
535,1483649.0,fix memory corruption issue in fix reax/c/species,1
536,52446ee,make fix bond/react example inputs more similar to other input examples in LAMMPS,1
537,5cd856c,fix spring doc page update,1
538,73a87e7,Added group keywords to fix gcmc,1
539,5779fc4,Added group keywords to fix gcmc,1
540,0c0441b,Added group keywords to fix gcmc,1
541,003581c,final changes to fix halt,1
542,b28b84d,Fix half from full nlist issue with Kokkos,1
543,bc5186b,fix unitialized pointer issue in USER-OMP with pppm/disp,1
544,8492212.0,fix bug found by coverity scan,1
545,4850962,fix bug reported in issue #851,1
546,035279d,correct logic bug in bufix for fix tmd,1
547,3d06628,fix compilation  move meam_cleanup to destructor,1
548,de8d417,fix off-by-one memory allocation bug,1
549,0a835c4,fix newly introduced bug,1
550,fc5db8a,fix off-by one bug when looking for bonds.,1
551,14588f6,remove dead code and fix compilation for fix mscg,1
552,3941fe9,fix compilation,1
553,e4673d7,fix compilation,1
554,83796fe,Fixing bug in fix efield,1
555,0a02c3c,fix segfault bug for in fix rigid/small found by regression testing,1
556,5291f2e,fix bug in fix shear/history reported by kevin hanley. see #500,1
557,abf05ee,comm tiled bug fix,1
558,415a55b,Fix bug in fix_property_atom,1
559,c95db97,fix PYTHON install,1
560,a8081d4,fix qeq Kokkos bug fix by Stan,1
561,faa0b40,fix argument indexing bug in fix ave/atom,1
562,9207f65,fix liblammps install,1
563,f3ed148,Fix for big endian machines,1
564,3d614bb,Bug fix in multiple fix rigid check,1
565,9babb7a,fix indexing bugs in accessing compute and fix labels in fix ave/histo,1
566,aca1674,restore spelling fix and semantic fix from upstream,1
567,ef9f7c8,fix off-by-one bug in buffer re-allocator,1
568,2c8a7a3,bug fix for fix GCMC w/ fix shake  enhance of fix wall/gran/region with restarting,1
569,e4e1252,fix LAMMPS_PNG,1
570,d059b5d,fix crash in create_kokkos_tables,1
571,74d63c2,Fix AIREBO missing derivative in bondorderLJ,1
572,f127e42,Fix airebo/morse,1
573,c4e02a5,USER-DPD: more whitespace fixes,0
574,816fa93,Merge pull request #499 from akohlmey/add-fix-compute-style-bugfix,0
575,9637a5b,colvars bugfix. updates colvars library to version 2016-09-14,0
576,2dcfb51,Change info command styles syntax,0
577,707dee6,Adding Kokkos error check,0
578,ce579ea,Adding Kokkos error check,0
579,74516b5,port Make.py so it is compatible with python 2.7 *and* python 3.x,0
580,c399b75,2nd try on LATTE error returns  plus a couple minor doc edits,0
581,6c2dd7e,pass the name of the python interpreter compatible with the python package to 'make install-python',0
582,d735580,Make KIM Install.py Python 3 compatible,0
583,23a4891,re-factored balance command now works with group and time weights,0
584,91e4bcc,BUG: openfile is called multiple times  second call stopped code with 'at keyword requires use of append yes',0
585,e755a83,BUG: openfile is called multiple times  second call stopped code with 'at keyword requires use of append yes',0
586,271431a,clean up code so it can be compiled with and without OpenMP enabled regardless of whether the USER-OMP package is installed,0
587,c855d51,Corrected wurtzite example,0
588,f92618a,"Revert ""bugfix for virial tally for improper style umbrella from Steven Vandenbrande (U Gent)""",0
589,7a5587d,Adding Kokkos error check,0
590,de0fdbe,moltemplate bugfix update,0
591,19984c9,"Revert ""bugfix for AngleAngle term in CLASS2 impropers by Ivan A. Strelnikov  ICP RAS""",0
592,928947d,neighbor_kokkos.cpp: Don't call grow() on neighbor lists that are copies. This corresponds to a bugfix from commit 9161bd98 on neighbor.cpp,0
593,366aaf2,port bugfix for single/bond to single/angle and single/dihedral,0
594,821b186,kokkos version of reaxff corrected bond order bugfix from Tomáš Trnka trnka@scm.com posted on lammps-users,0
595,35753b8,add error location propagation to force->bounds() and force->boundsbig(),0
596,a86572f,Reduce memory churn in Kokkos package,0
597,546aed7,plug some memory leaks,0
598,9a29987,simplified neighbor list copying to avoid possible same-timestep re-build issues,0
599,08ec557,neighbor list bugfix to prevent cycle in copy lists,0
600,eca9539,Disallowing full neighborlist for pair_tersoff_kokkos styles until a bugfix is released,0
601,c8260af,Possible uninitialized variable in USER-DPD/pair_exp6_rx.cpp bugfix.,0
602,a31c507,correct error message text  sync with source,0
603,863a853,type reassignment bugfix for edge atoms,0
604,5b842f0,Teff and exchange bugfix  as per Greg Dignon to match python examples,0
605,27796b4,avoid distracting error output,0
606,0068ef5,added molecule option to compute group/group command,0
607,1985db4,correct designation of meam supporting USER-OMP and meam/spline not,0
608,dbaaf4d,Removing aggressive_vectorization flag due to safety issue,0
609,bb89094,first chunk of code from USER-REAXC-OMP imported and adapted into USER-REAXC,0
610,bf9f084,update rigid fix styles in USER-OMP for changes in RIGID package,0
611,29ae8d4,correct broken links and references in documentation,0
612,d0124ea,optimized data access and using approximate exponential for USER-OMP version,0
613,0d0c2b6,correct stan's email address,0
614,328b7ab,correct various formatting issues flagged by sphinx,0
615,080ce42,correct incorrect reference,0
616,ff75cf5,correct link targets,0
617,fbc955e,correct link targets,0
618,59ac6ef,correct a link and a name for OpenKIM,0
619,e908b8d,USER-DPD Kokkos: correct some error messages,0
620,d6f05ea,USER_OMP -> USER-OMP,0
621,33412c7,correct some formatting issues with USER-NC-DUMP,0
622,0f971bf,print name of unknown or incorrect variable in error message,0
623,eaf7ed7,Print error if pair_write does not get correct number of arguments,0
624,ecc136b,plug small memory leak,0
625,39a2203,correct broken link,0
626,667983a,Fixed typo,0
627,9fa4588,fixed a typo,0
628,2f9c0a3,more formatting issues addressed,0
629,17c1d3a,Fix typo,0
630,24c00b1,fix typo,0
631,66f59f9,FindLATTE.cmake: fixed a typo,0
632,bc11868,cmake: fixed a typo,0
633,f202343,cmake: fixed another typo,0
634,74deeec,cmake: fixed another typo,0
635,fe557cb,fix typo in commands table,0
636,f836434,port corrected triclinic handling from pppm/tip4p to pppm/tip4p/omp,0
637,db36c8b,stop with error  if molecule command requires special bond auto-generation before box is defined,0
638,411ecca,plug memory leak,0
639,4bb42be,implement vashishta/table/omp in USER-OMP,0
640,0a2fe70,remove redundant code from fix qeq/reax and qeq/reax/omp,0
641,5a8c5eb,provide last input command line with error->one() output,0
642,6587084,fix typo in stride2() description in variable command docs reported by Jerome Guterl,0
643,b61834f,replace variable length array with fixed size,0
644,1ff3afc,Fixed double-counting of bonds and dihedrals for self-bonded atoms,0
645,61ebf62,address some formatting/markup issues reported by Nandor Tamaskovics,0
646,1d403b2,Added warning to discourage use of group all and fixed some segfault cases,0
647,2c80132,fixed links in Section_intro.txt,0
648,5c39dfd,re-ran example with fixed exchanges,0
649,69a8842,update load balance weights documentation for fix balance and balance,0
650,e0efdd5,Switch to classic comm if ghost_velocity. The check_forward and check_reverse tests aren't necessary because the fix/pair/etc. comm is done in a separate routine.,0
651,692047a,Fixed error in one example command,0
652,85c8db5,Fixing warning in pair_dpd_fdt_energy_kokkos,0
653,bfb01b8,Fixing compiler warning,0
654,96636c7,Fixing warnings in pair_exp6_rx_kokkos,0
655,daa7717,"add restart support to fix deform. only ""initial"" data is restored and some consistency check performed",0
656,6950a99,"Revert ""remove obsolete warning about fix rigid image flag restrictions""",0
657,46c5cba,update rigid fix documentation for added `reinit` keyword,0
658,3cbf4f3,correct logic bug in else branch of the conditional,0
659,dec36e9,fix typos and remove trailing whitespace,0
660,51e52b4,remove obsolete warning about fix rigid image flag restrictions,0
661,1f7693f,fix typo,0
662,1c1a1db,Fix typo,0
663,c3e8cb2,fix typo in comments,0
664,359af41,Fix typo in python README,0
665,789812e,KOKKOS: minor typo fix,0
666,36c8b26,BUG: DumpNCMPIIO is now called DumpNetCDFMPIIO,0
667,dfa9815,update for fix gle docs from michele ceriotti,0
668,bb721db,Merge branch 'integration' into fix-flow-gauss,0
669,14c7cf4,retrieve target temperature and pressure from fix npt. add sanity checks.,0
670,4314299,harden fix shear/history against use-after-delete and from incorrect use of reverse communication,0
671,60c67b0,import updated fix msst file with some additional cleanup and simplification,0
672,2686b7f,simplify compatibility check for fix reax/c/bonds with pair styles,0
673,1bb7af9,integrate fix rhok into the LAMMPS source code management and documentation system,0
674,cd88b31,same PR  also has cosmetic changes to new fix neb options,0
675,260bbc6,Merge pull request #702 from giacomofiorin/colvars-fix-the-fix,0
676,50c9167,small formatting correction in fix neb docs,0
677,f07719e,make fix rhok examples more consistent with LAMMPS conventions:,0
678,f45c7e1,update fix ti/spring docs to reflect it is part of USER-MISC,0
679,42db93e,one more small correction to document recent fix ave/time changes,0
680,b7b62f6,do not pollute global namespace by including mscg header in fix header,0
681,ddc1e4e,detect and refuse to run pair style srp together with fix rigid,0
682,09c61ca,correct listing of USER-OMP variants of fix rigid styles,0
683,388eab5,correctly initialize `thermo_virial` in fix poems and protect access to vflag_XXX by checking for evflag !=0,0
684,f5b8f72,remove non-portable non-ascii blanks from fix wall/ees docs,0
685,f604f86,add fix filter/corotate to some administrative files,0
686,7edecca,replace variable length arrays in fix filer/corotate by Memory::create() / Memory::destroy(),0
687,c24e316,avoid floating point overflows in iterative solvers of fix shake,0
688,b11757a,replace variable length array in fix ipi with new/delete,0
689,68d6f10,need to add removed fix ti/rs to purge list,0
690,99e5dc7,add support for fix_modify virial yes to fix smd,0
691,eed4815,Non-rigid fixes with post-force() not allowed after fix poems,0
692,d24885f,replace variable length array in fix lb/momentum with fixed size array,0
693,2f13365,avoid spurious error message  when no storage fix is active/used,0
694,1c13b30,small cleanup and generalization of fix flow/gauss,0
695,f871ecd,change to RCB cuts in load-balancing commands  also a new option for fix halt,0
696,90ca085,"use ""body"" list via Fix::extract() to correctly identify atoms in bodies",0
697,a5110d8,correct a bunch of documentation formatting issues for updated neb and fix neb commands,0
698,59db5f6,update of Fortran-DFTB interface to be compatible with fix msst,0
699,95d8492,the original fix qeq went away over 7 years ago  we don't need to purge it,0
700,4c71beb,"cleanup/simplification of compilation for fix phonon analysis tool ""phana""",0
701,cf8dae5,explain position of fix cmap command in input for data and restart files,0
702,7f49ee8,print warning about minimization energy with fix box/relax,0
