,hash,message,buggy
395,ce286df,Fixes for GCC 3.4.0.  The biggest thing is that when a class B is derived from a partial specialization of class A then data from A will not be visible in B without using this->.  Also  no longer try & build a partitioner factory in the lib  portability is a nightmare.,1
396,9491199.0,"minor fixes for HP: - new aCC requires the same notation for AutoPtr as the IBM xlC - made aCC shut up about further future errors - improved std support  see mesh_documentation.h: for now  this   works.   Possible future improvement?: ./configure could just try   to figure out the architecture on its own? Then this whole   environment variable thing  like CXX=""aCC -AA""   won't be necessary?",1
397,e4739a0,fixes for PETSc 2.2.0.  SLES has been removed from PETSc  the functionality has all been rolled into KSP.  I guess we should support 2.1.x and 2.2.x for about a year and then drop 2.1.x.,1
398,f6b4dd2,configure fixes for Solaris.  Need to use different linking options,1
399,8ce82cf,configure fixes for Solaris.  Need to use different linking options,1
400,4c0d0cf,Fixing more unnecessary header file dependencies.,1
401,31e201e,Fixes to allow our const iterators to behave like const iterators,1
402,7213cad,A couple more ParallelMesh fixes... these aren't actually distributed mesh specific  just corner cases I've never managed to trigger with a SerialMesh,1
403,265f448,using mesh with SHELL4 instead of QUAD4 elements for example misc12 + minor fixes,1
404,536cc45,Fixes for many assorted segfaults and assertion errors. Non-Lagrange coarsening still fails  at least for C1 elements.,1
405,f1d94f3,Parallel::send/receive for strings,1
406,f38ad6f,Remove overzealous assertions,1
407,501a432,Run contrib/bin/reindent.sh on examples after fixing spacing.,1
408,ac5c0ec,"Some fixes (but not enough yet  is this even possible with Nemesis?) for the ""writing out Nemesis when you have processors containing no elements"" corner case.",1
409,f8c2dfe,only set the old_dof_object if the current system has DOFs.  prevents the case of multiple systems being initialized successively - in the old implementation the first system would initialize and not set the old_dof_object.  then the second system would initialize and set the old_dof_object because the first system had added DOFs.  this fixes that erroneous behavior.,1
410,4510a6e,partial fixes for InfFE  removed empty face_infinite.C  added some explanatory comments for invalid calls to n_dofs etc  added an example #5 -- better do not use it (yet)  currently only for debugging InfFE  Had some problems with the build_cube() method  with higher-order HEX elements: too many nodes initialized. Only gcc 295? don't know  haven't tested...,1
411,68df695,Fixes for -Wshadow warnings,1
412,edaa866,Fixes for constraint gather/scatter.  We're not quite done here yet - I still have to figure out how to handle the case where a processor needs to know about a constraint  not because it owns a constraining dof  but because it owns an elem which supports another processor's constraining dof...,1
413,a511a26,various PETSc  64-bit fixes.  updated config.{guess sub},1
414,086e85a,Forward declaration and preprocessor #if fixes for various --disable options,1
415,30a8a13,With -std=c++0x I see errors from down-conversion of long double to double.  Explicit static_cast fixes them,1
416,430aea4,The UniformRefinement estimator never got updated to handle all the QoISet based API changes  and it was breaking when used as a dual subestimator for adjoint residual refinement.  This patch fixes it in my tests.,1
417,050e2b8,configure fixes  do not build parmetis without a valid MPI installation,1
418,e0ae179,Default arguments fixes for Communicator::send/receive.  Fortunately the Parallel:: wrappers should have prevented anyone who hadn't updated APIs yet from triggering these bugs  but this means anyone who does want to update APIs while remaining 0.8.0 compatible would have to manually specify send/receive tags.,1
419,e98b38d,"fixes for HP  of which this one is a curiosity  i'd say: - aCC definitely dislikes names of function/method parameters starting   with an underscore ""_""  like what i first did in SparseMatrix etc...  -)",1
420,26d441a,Type fixes for send_receive(vector<vector>),1
421,0668f09,no need for Utility::swap() when std::swap() will do...  Also fixes for Metis and Parmetis for new compiler -I semantics,1
422,db36276,Formatting fixes for --with-processor-id-bytes=1,1
423,fd5e2c1,This patch fixes the assertions seen with parallel mesh in parallel when unique_ids are enabled,1
424,5613283,More DifferentiableSystem framework fixes. Simple test cases work now.,1
425,e83ab41,Implement fixes suggested by cppclean.,1
426,126dc1f,Additional debugging in delete_remote_elements  and fixes for boundary meshes,1
427,e388a03,Miscellaneous fixes/updates in Nemesis_IO_Helper.,1
428,3fd1458,miscellaneous fixes from the richer optional dependency stack I have on my mac,1
429,801ab27,Some fixes (still woefully incomplete) for ParallelMesh adaptive coarsening  and a new Elem::total_family_tree utility function,1
430,cdb0b16,Fixes for more reliable coarsening behavior,1
431,aa4f3d5,Fixes for configuration with newer VTK  PETSc,1
432,37a1c96,Compilation fixes for send/receive(set),1
433,4f4ae09,Fixes for --enable-complex,1
434,eb4d88f,Fixes for --enable-complex,1
435,151c830,Fixes for --enable-complex,1
436,cfdc428,Fixes for --enable-complex,1
437,a89e425,Fixes for --enable-complex,1
438,b181226,DirichletConstraints fixes for --enable-complex,1
439,1275212.0,Fixes for --enable-complex,1
440,fbcc75b,Fixes for --enable-complex,1
441,47ecc11,dof_id_type error fixes for Paul's patch,1
442,32cdf01,max_order() fixes for SZABAB elements,1
443,8868673.0,Fixes for --disable-amr,1
444,b6c21f5,Fixes for --disable-amr,1
445,38a52de,Fixes for --disable-amr,1
446,08af695,fixes for --disable-amr,1
447,ce17575,--disable-amr fixes,1
448,7eb108a,more fixes for first (broken :-) fixes for the Sun,1
449,35ce521,More fixes for CheckpointIO parallel writing.,1
450,369245b,"minor documentation fix for namespace Petsc  for --enable-ifem: decreased virtual members in FE classes  so that uniform usage of both FE and InfFE is now possible: see ex6  ex6: included variational form  need thorough testing! fixed ""make examples"" dependency  adjusted to Ben's pretty builds",1
451,2d5c072,Fixes for --disable-amr builds.,1
452,01a2569,Fixes for --disable-amr builds,1
453,32de6c9,Fixes for writing VTK elements:,1
454,42ead08,Fixes for writing VTK elements:,1
455,191e891,Fixing weird file permissions on contrib header files.,1
456,e87381c,Fixing Elem::point_test() (called by Elem::contains_point()) to detect cases in which FEInterface::inverse_map() projects points for 1D/2D elements living in higher dimensional space to a location *not* on the element  even though on_reference_element() thinks they are.,1
457,2bf202d,Fixing some broken links in presentations.php  many are still broken.,1
458,8321b31,Another attempt at fixing unique ids in parallel mesh,1
459,b1724c5,Fixes for complex numbers.,1
460,97bad34,Fixing VTKIO memory leak/memory corruption bugs  moving an unnecessarily heap'ed array to the stack.,1
461,6010f9c,Fixes for infinite elements.,1
462,1b3f092,fixed TypeVector typos (thanks  Martin).  Provide access to the components of the physical-to-local coordinate transformation matrix in FEBase.  This is useful in computing the shock-capturing parameter of Tezduyar et al.,1
463,24ffa41,Enabling keyword expansion in examples and fixing incorrect hard-coded date strings.,1
464,85b23db,Fixing strange filename due to unexpected behavior of std::stringstream.,1
465,f14384a,Fixing sed issues  and by that I mean getting rid of it!,1
466,36c1cf4,Fixing up xdr --enable-single support,1
467,723fc37,Fixing weird character encoding.,1
468,e16f43d,Fixing Petsc 3.1.0 logic error in libMesh,1
469,0.0,Fixing another similar Hermite projection error...,1
470,f0b4b84,changed boundary node information to be tied to node addresses  not node numbers.  This will facilitate renumbering nodes and elements without breaking the boundary conditions,1
471,1988415.0,Fixing sidesets on Prisms with adaptivity,1
472,5f32345,Fixing overzealous (in periodic boundaries case) assertion,1
473,50e832a,fixed regression in EquationSystems::read() which tried to read .bz2 files instead of their unzipped ASCII counterpart.,1
474,a643da2,Fixing incorrect child vertex number for Hex elements - this is the source of the broken 3D AMR sidesets on Hex meshes,1
475,af2aa00,Fixing ifdefs.,1
476,bd89181,Fixing missing oprof mode in Make.common,1
477,fc52d4f,- thanks  John for the hint with the unsigned short int!  Reduced   mem requirements for the adjacent_vertices matrices of all higher-order   elements through converting to short int - reduced # of virtual fn's in Elem by one: the higher_order_equiv_elem()   or so got moved into a static member function of Elem.  This also enables   to choose whether one wants to convert quad4->quad8 or quad4->quad9   through a simple bool option in MeshBase::all_second_order(bool) - reduced repeated code in adjacent_vertices through moving these short   int matrices to Hex  Quad  Prism etc - fixed GMV support for higher-order Prisms (enuff debugging for today...  -),1
478,7e7109c,Make parallel node id fixing code public,1
479,f2b6e97,Patch from David Knezevic fixing bugs with the AnalyticFunction updates,1
480,640cfe1,rbOOmit change: Fixed up EIM for cases with more than one variable,1
481,52913e7,technically  an iterator and a const_iterator are different types of objects  and comparisons between the two are not allowed.  fixed two instances of this,1
482,d5803b5,constructor was moved from the header file  but was still inline.  xlC (correctly?) does not provide global linkage  resulting in a linker error.  Fixed.,1
483,1eb54e9,Fixing bugs in Exodus writer/Iterators must be used if elements are deleted in the mesh,1
484,3c34b4f,Enforce fixed formatting for tetgen args (this is not necessary for tetgen apparently but it was for triangle  which could not handle scientific notation.  Also added a single assert.,1
485,a3ab5c3,Added Clough-Tocher finite element family and quadrature rule  Made invalid quadrature rule enum a fixed value in case we ever want more binary compatibility between libMesh versions,1
486,1d2d2e2,Fixing ExodusII output for element numbering and sidesets in AMR meshes,1
487,cfbe357,return value warning on gcc-4.1 fixed.,1
488,49cba51,Minor fixes for compiling with --enable-perflog.  Fixed a problem with dense matrix multiplication  showed up with constraint matrices.,1
489,7dda254,- extended the MeshData to compatible mode: when the  MeshData   was not active at mesh import time  one can still write   a Universal mesh  or read/write mesh data through the   compatibility mode.  However  be cautious with this mode    it uses the _current_ Mesh node and element ids - fixed MeshBase Universal support for Tet10,1
490,1b05f5a,- Added the embedding matrices for the Prism18. - Fixed the ambiguous definition of the Prism reference element...   For the record  it is (xi eta) in the standard reference isoscolese   triangle with zeta in [0 1]  NOT [-1 1].  Sorry about the confusion.   It was wrong in two places in such a way that they cancelled each other   out! - Creating the boundary mesh works again  this time without renumbering the   nodes,1
491,28fb3bf,Fixed some old code where instead of references to vectors  we were passing actual vectors.,1
492,ef160c1,changed DofMap::build_constraint_matrix to be more efficient in the (usual) case that the element has no constraints.  Also fixed for the case that an element has constraints in terms of its *own* dofs  (not others),1
493,63f1e9b,fixed aclocal  was printing incorrect comments for locale and sstream #defines,1
494,81c41b5,Fixed some incorrect statements in the documentation.,1
495,504529a,First cut at adding access to neighbor values to DifferentialSystem framework. This will come in handy for Discontinuous Galerkin simulations. I still need to debug and also add fixed* implementation.,1
496,9d5212c,First cut at adding access to neighbor values to DifferentialSystem framework. This will come in handy for Discontinuous Galerkin simulations. I still need to debug and also add fixed* implementation.,1
497,73fe256,Fixed a few bugs in assert() statements and removed some unused variables.,1
498,6f2e5cb,Fixed tetgen interface to get rid of switch warnings.,1
499,20fd155,added a command-line option to change the way degrees of freedom are numbered  fixed the Adaptive<> solver to work with the new ErrorEstimator class structure,1
500,c228d69,- fixed meshtool for missing matrix graph - added functionality to write the boundary as Universal mesh    but with node numbers of the corresponding volume mesh - some more asserts in the MeshData,1
501,74158c9,if the BoundaryMesh is not going to copy the node pointer locations from the parent mesh then it must delete the nodes since it allocates memory.  Fixed that and the meshtool.,1
502,f3f885e,fixed Hex27::is_face() to properly account for the center node (node 26),1
503,83febc8,Fixed LASPACK GMRES implementation for complex numbers. For details see contrib/laspack/CODE_CHANGES.,1
504,756ef0d,Fixed some of the switch macros that were added for vector elements and made them more general (conforming better with what was already there).,1
505,1535141.0,Added multiply-inherited basic_active_pid_elem_iterator. Fixed some virtual inheritance classes which needed to explicitly call their hared parents constructor.,1
506,52ae433,added --enable-everything  fixed another perflog issue  started the Parameters class  but needs work.  configure no longer aborts when it does not recognize the compiler  but rather issues a warning that the user will need to manually set the compiler flags in Make.common,1
507,8eab73b,- added _build_ support for 2D infinite elements - fixed nodal_soln for infinite elements - added static member libMesh::zero.  May not be really necessary    but want to be on the safe side: who knows what the default   constructor of std::complex does with only one double passed in. - added container class FEComputeData.  Serves as a hide for   I/O to customized FE classes.  E.g. for the notorious infinite   elements  the compute_data()  using FEComputeData  is the physically   correct counterpart to shape(),1
508,084451d,Fixed element normal calculations for 2D elements living in 3D.  The normal vector now lies in the tangent plane of the element rather than arbitrarily in the x-y plane.,1
